distortion,param_name,param_value,level,true_label,predicted,word_correct,char_correct
noise,std,5,1,h87sr,h87sr,1,5
noise,std,5,1,lfqFS,ItqFs,0,2
noise,std,5,1,qMQlR,qMQlR,1,5
noise,std,5,1,IIkE4,lkE4,0,0
noise,std,5,1,eu8aI,eu8aI,1,5
noise,std,5,1,RsRz4,RsRz4,1,5
noise,std,5,1,440sK,44OsK,0,4
noise,std,5,1,WlCO7,WIcO7,0,3
noise,std,5,1,It1Ds,lt1Ds,0,4
noise,std,5,1,rMZYY,rMZYY,1,5
noise,std,5,1,2sPmb,2sPmb,1,5
noise,std,5,1,LVLm2,LVLm2,1,5
noise,std,5,1,mHloO,mHl6O,0,4
noise,std,5,1,bKPWn,bKPWn,1,5
noise,std,5,1,apMaq,apMaq,1,5
noise,std,5,1,n7rfd,n7rid,0,4
noise,std,5,1,AAbdR,AbdR,0,1
noise,std,5,1,85uGl,85uGl,1,5
noise,std,5,1,KJC8h,KJc8h,0,4
noise,std,5,1,pJ7fu,pJ7tu,0,4
noise,std,5,1,8uqwc,8uqwc,1,5
noise,std,5,1,VG3Gu,VG3Gu,1,5
noise,std,5,1,GmF0m,GmFOm,0,4
noise,std,5,1,GYsdS,GYsds,0,4
noise,std,5,1,s9LYo,s9LY6,0,4
noise,std,5,1,4ubvr,4ubvr,1,5
noise,std,5,1,4C0FS,4COFs,0,3
noise,std,5,1,L9Als,L9AIs,0,4
noise,std,5,1,piw8u,ptw8u,0,4
noise,std,5,1,x68PH,x68PH,1,5
noise,std,5,1,kIbuV,kIbuV,1,5
noise,std,5,1,ZVhNj,zVhNi,0,3
noise,std,5,1,k9W7y,k9W7y,1,5
noise,std,5,1,13EPa,13EPa,1,5
noise,std,5,1,QvGxf,QvGxf,1,5
noise,std,5,1,Dgt3G,Dgt3G,1,5
noise,std,5,1,uuuIV,uulV,0,2
noise,std,5,1,iSQaJ,isQaJ,0,4
noise,std,5,1,5lizu,5lzu,0,2
noise,std,5,1,eKUJC,eKUJc,0,4
noise,std,5,1,ukxaD,ukxaD,1,5
noise,std,5,1,GT8xC,GT8xC,1,5
noise,std,5,1,VDKuk,VDKuk,1,5
noise,std,5,1,EnUYx,EnUYx,1,5
noise,std,5,1,Lb6bF,Lb6bF,1,5
noise,std,5,1,yInn4,ylnn4,0,4
noise,std,5,1,cEJsK,cEJsK,1,5
noise,std,5,1,1hBhE,1hBhE,1,5
noise,std,5,1,Ttaby,Trby,0,1
noise,std,5,1,qeQ1k,qeQ1k,1,5
noise,std,5,1,ijCPD,ljCPD,0,4
noise,std,5,1,gvhNG,gvhNG,1,5
noise,std,5,1,PVbAc,PVbAc,1,5
noise,std,5,1,DAoot,DA66t,0,3
noise,std,5,1,Hagc6,Hagc6,1,5
noise,std,5,1,C9rsA,c9rsA,0,4
noise,std,5,1,k1QXs,k1QXs,1,5
noise,std,5,1,O0LII,OOLI,0,3
noise,std,5,1,0qDUd,OqDUd,0,4
noise,std,5,1,9ezdG,9ezdG,1,5
noise,std,5,1,TvKYK,TvKYK,1,5
noise,std,5,1,A3Jao,A3Ja6,0,4
noise,std,5,1,BhFDo,BhFD6,0,4
noise,std,5,1,CKKRl,cKKRI,0,3
noise,std,5,1,zYgfL,zYgiL,0,4
noise,std,5,1,ptU3R,ptU3R,1,5
noise,std,5,1,x6qzt,x6qzt,1,5
noise,std,5,1,yB7XF,yB7XF,1,5
noise,std,5,1,Q72kc,Q72kc,1,5
noise,std,5,1,dJX2J,dJX2J,1,5
noise,std,5,1,F6ZjE,F6ZIE,0,4
noise,std,5,1,ZVbE7,zvbE7,0,3
noise,std,5,1,KB0wx,KBOwx,0,4
noise,std,5,1,741tE,741tE,1,5
noise,std,5,1,JbR1k,JbR1k,1,5
noise,std,5,1,cqvPz,cqvPz,1,5
noise,std,5,1,9BIwy,9Blwy,0,4
noise,std,5,1,bn6PU,bn6PU,1,5
noise,std,5,1,9dKLI,9dKLI,1,5
noise,std,5,1,DBlKs,DBIKs,0,4
noise,std,5,1,KyGE4,KyGE4,1,5
noise,std,5,1,TdReG,TdReG,1,5
noise,std,5,1,6dtP1,6dtP1,1,5
noise,std,5,1,VDDBl,vDDBl,0,4
noise,std,5,1,O1Bvt,O1Bvu,0,4
noise,std,5,1,XBk4Q,XBk4Q,1,5
noise,std,5,1,CVjZy,cVIZy,0,3
noise,std,5,1,r1rlX,r1rlX,1,5
noise,std,5,1,iGgk4,iGgk4,1,5
noise,std,5,1,BjXg3,BjXgs,0,4
noise,std,5,1,i3D6c,i3D6c,1,5
noise,std,5,1,NAErf,NAEIf,0,4
noise,std,5,1,BYxfA,BYxvA,0,4
noise,std,5,1,WlOpY,WIOpY,0,4
noise,std,5,1,C8pYc,C8pYc,1,5
noise,std,5,1,65WJj,65WJI,0,4
noise,std,5,1,8tIhU,8thU,0,2
noise,std,5,1,a0G7G,aOG7G,0,4
noise,std,5,1,6JGmI,6JGml,0,4
noise,std,5,1,1saKV,1saKV,1,5
noise,std,5,1,WYvTZ,WYvTz,0,4
noise,std,5,1,ULtbO,ULtbO,1,5
noise,std,5,1,ZRspw,ZRspw,1,5
noise,std,5,1,UV911,UV911,1,5
noise,std,5,1,pePNl,pePNI,0,4
noise,std,5,1,C0qNZ,COqNz,0,3
noise,std,5,1,23KL2,23KL2,1,5
noise,std,5,1,lhPcy,IhPcy,0,4
noise,std,5,1,u32K7,u32K7,1,5
noise,std,5,1,yecvR,yecvR,1,5
noise,std,5,1,KOYK1,KOYK1,1,5
noise,std,5,1,8KYWk,8KYWk,1,5
noise,std,5,1,phdsA,phdsA,1,5
noise,std,5,1,OBad7,OBad7,1,5
noise,std,5,1,YqVlY,YqVIY,0,4
noise,std,5,1,hjc2T,hIc2T,0,4
noise,std,5,1,WZlQJ,WZlQJ,1,5
noise,std,5,1,56zBQ,56zBO,0,4
noise,std,5,1,BDVK0,BDVKO,0,4
noise,std,5,1,Lsw8J,Lsw8J,1,5
noise,std,5,1,Lht6Y,Lnt6Y,0,4
noise,std,5,1,BjWrS,BjWrs,0,4
noise,std,5,1,EP5Wq,EP5Wq,1,5
noise,std,5,1,wBPnM,wBPnM,1,5
noise,std,5,1,LFCdV,LFcdV,0,4
noise,std,5,1,ZHn3e,ZHn3e,1,5
noise,std,5,1,M5aLk,M5aLk,1,5
noise,std,5,1,45Chc,45Chc,1,5
noise,std,5,1,v2hq0,v2hqO,0,4
noise,std,5,1,n7qQj,n7qOj,0,4
noise,std,5,1,QY6BX,QY6BX,1,5
noise,std,5,1,iXE63,iXE63,1,5
noise,std,5,1,DgU9D,DgU9D,1,5
noise,std,5,1,08d2g,O8d2g,0,4
noise,std,5,1,2bdHG,2bdHG,1,5
noise,std,5,1,qlAnS,qIAnS,0,4
noise,std,5,1,qxVQc,qxVQc,1,5
noise,std,5,1,7AzM2,7AzM2,1,5
noise,std,5,1,fE91j,fE91j,1,5
noise,std,5,1,XDfI2,XD112,0,3
noise,std,5,1,pEAQj,pEAQj,1,5
noise,std,5,1,n7pmv,n7pmv,1,5
noise,std,5,1,i75Yq,i75Yq,1,5
noise,std,5,1,s8Nrx,s8Nrx,1,5
noise,std,5,1,dy6dJ,dy6dJ,1,5
noise,std,5,1,5EJq5,5EJq5,1,5
noise,std,5,1,xHuf0,xHuiO,0,3
noise,std,5,1,166zK,166zK,1,5
noise,std,5,1,8TLt0,8TLtO,0,4
noise,std,5,1,GTTZX,gtzx,0,0
noise,std,5,1,34dyX,34dyX,1,5
noise,std,5,1,ss7aZ,ss7aZ,1,5
noise,std,5,1,Ukgw3,Ukgw3,1,5
noise,std,5,1,t8e0P,t8eOP,0,4
noise,std,5,1,OL85u,OL85u,1,5
noise,std,5,1,38w10,38w1O,0,4
noise,std,5,1,3pUKt,3pUKt,1,5
noise,std,5,1,ONqNH,ONqNH,1,5
noise,std,5,1,ArXeq,ArXeq,1,5
noise,std,5,1,GUkgN,GUkgN,1,5
noise,std,5,1,XZGQg,XzGQg,0,4
noise,std,5,1,UV17n,UV17n,1,5
noise,std,5,1,eQsCi,eQsCi,1,5
noise,std,5,1,OQWvo,OQWv6,0,4
noise,std,5,1,8AOxb,8AOxb,1,5
noise,std,5,1,vgIFD,vgIFD,1,5
noise,std,5,1,S5Rmg,s5Rmg,0,4
noise,std,5,1,IjQgf,ljOgf,0,3
noise,std,5,1,akcH1,akcH1,1,5
noise,std,5,1,KKJm8,KKJm8,1,5
noise,std,5,1,xTtqk,xTtqk,1,5
noise,std,5,1,dtDvO,dtDvO,1,5
noise,std,5,1,lLF7Y,lLF7Y,1,5
noise,std,5,1,tCign,tCIgn,0,4
noise,std,5,1,Edwda,Edwda,1,5
noise,std,5,1,0FysH,OFysH,0,4
noise,std,5,1,B6bRc,B6bRc,1,5
noise,std,5,1,7tTVW,7tTVW,1,5
noise,std,5,1,7Vy3u,7Vy3u,1,5
noise,std,5,1,SpbEn,spbEn,0,4
noise,std,5,1,uMkuC,uMkuc,0,4
noise,std,5,1,fITtE,i1TtE,0,3
noise,std,5,1,n6OMG,n6OMG,1,5
noise,std,5,1,g9soP,g9s6P,0,4
noise,std,5,1,bxMGc,bxMGc,1,5
noise,std,5,1,KU6qq,KU6qq,1,5
noise,std,5,1,f59xL,i59xL,0,4
noise,std,10,2,s1jbe,s1lbe,0,4
noise,std,10,2,4sI34,4sl34,0,4
noise,std,10,2,tKx7U,tkx7U,0,4
noise,std,10,2,Oucqi,OucqI,0,4
noise,std,10,2,gc54X,gc54X,1,5
noise,std,10,2,sJRm1,sJRm1,1,5
noise,std,10,2,g9q5K,g9q5K,1,5
noise,std,10,2,qicVz,qIcVz,0,4
noise,std,10,2,6UFX1,6UFX1,1,5
noise,std,10,2,pUpGJ,pUpGJ,1,5
noise,std,10,2,leunw,leunw,1,5
noise,std,10,2,vwgd3,wgd8,0,0
noise,std,10,2,sKDQl,sKDQI,0,4
noise,std,10,2,h87sr,h87sr,1,5
noise,std,10,2,lfqFS,IfqFs,0,3
noise,std,10,2,qMQlR,qMQlR,1,5
noise,std,10,2,IIkE4,IlkE4,0,4
noise,std,10,2,eu8aI,eu8aI,1,5
noise,std,10,2,RsRz4,RsRzz4,0,4
noise,std,10,2,440sK,44OsK,0,4
noise,std,10,2,WlCO7,WIcO7,0,3
noise,std,10,2,It1Ds,lt1Ds,0,4
noise,std,10,2,rMZYY,rMZYY,1,5
noise,std,10,2,2sPmb,2sPmb,1,5
noise,std,10,2,LVLm2,LVLm2,1,5
noise,std,10,2,mHloO,mHleO,0,4
noise,std,10,2,bKPWn,bKPWn,1,5
noise,std,10,2,apMaq,apMaq,1,5
noise,std,10,2,n7rfd,n7rid,0,4
noise,std,10,2,AAbdR,AbdR,0,1
noise,std,10,2,85uGl,85uGl,1,5
noise,std,10,2,KJC8h,KJc8h,0,4
noise,std,10,2,pJ7fu,pJ7tu,0,4
noise,std,10,2,8uqwc,8uqwc,1,5
noise,std,10,2,VG3Gu,VG3Gu,1,5
noise,std,10,2,GmF0m,GmFOm,0,4
noise,std,10,2,GYsdS,GYsds,0,4
noise,std,10,2,s9LYo,s9LY6,0,4
noise,std,10,2,4ubvr,4ubvr,1,5
noise,std,10,2,4C0FS,4COFs,0,3
noise,std,10,2,L9Als,L9AIs,0,4
noise,std,10,2,piw8u,ptw8u,0,4
noise,std,10,2,x68PH,x68PH,1,5
noise,std,10,2,kIbuV,kIbuV,1,5
noise,std,10,2,ZVhNj,zvhNi,0,2
noise,std,10,2,k9W7y,k9W7y,1,5
noise,std,10,2,13EPa,13EPa,1,5
noise,std,10,2,QvGxf,QvGxf,1,5
noise,std,10,2,Dgt3G,Dgt3G,1,5
noise,std,10,2,uuuIV,uulV,0,2
noise,std,10,2,iSQaJ,isQaJ,0,4
noise,std,10,2,5lizu,5lzu,0,2
noise,std,10,2,eKUJC,eKUJc,0,4
noise,std,10,2,ukxaD,ukxaD,1,5
noise,std,10,2,GT8xC,GT8xC,1,5
noise,std,10,2,VDKuk,VDKuk,1,5
noise,std,10,2,EnUYx,EnUYx,1,5
noise,std,10,2,Lb6bF,Lb6bF,1,5
noise,std,10,2,yInn4,ylnn4,0,4
noise,std,10,2,cEJsK,cEJsK,1,5
noise,std,10,2,1hBhE,1hBhE,1,5
noise,std,10,2,Ttaby,Traby,0,4
noise,std,10,2,qeQ1k,qeQ1k,1,5
noise,std,10,2,ijCPD,ljCPD,0,4
noise,std,10,2,gvhNG,gvhNG,1,5
noise,std,10,2,PVbAc,PVbAc,1,5
noise,std,10,2,DAoot,DA66t,0,3
noise,std,10,2,Hagc6,Hagc6,1,5
noise,std,10,2,C9rsA,c9rsA,0,4
noise,std,10,2,k1QXs,k1QXs,1,5
noise,std,10,2,O0LII,OOLI,0,3
noise,std,10,2,0qDUd,OqDUd,0,4
noise,std,10,2,9ezdG,9ezdG,1,5
noise,std,10,2,TvKYK,TvKYK,1,5
noise,std,10,2,A3Jao,A3Ja6,0,4
noise,std,10,2,BhFDo,BhFD6,0,4
noise,std,10,2,CKKRl,cKKRI,0,3
noise,std,10,2,zYgfL,zYgiL,0,4
noise,std,10,2,ptU3R,ptU3R,1,5
noise,std,10,2,x6qzt,x6qzt,1,5
noise,std,10,2,yB7XF,yB7XF,1,5
noise,std,10,2,Q72kc,Q72kc,1,5
noise,std,10,2,dJX2J,dJX2J,1,5
noise,std,10,2,F6ZjE,F6ZIE,0,4
noise,std,10,2,ZVbE7,zvbE7,0,3
noise,std,10,2,KB0wx,KBOwx,0,4
noise,std,10,2,741tE,741tE,1,5
noise,std,10,2,JbR1k,JbR1k,1,5
noise,std,10,2,cqvPz,cqvPz,1,5
noise,std,10,2,9BIwy,9Blwy,0,4
noise,std,10,2,bn6PU,bn6PU,1,5
noise,std,10,2,9dKLI,9dKLI,1,5
noise,std,10,2,DBlKs,DBIKs,0,4
noise,std,10,2,KyGE4,KyGE4,1,5
noise,std,10,2,TdReG,TdReG,1,5
noise,std,10,2,6dtP1,6dtP1,1,5
noise,std,10,2,VDDBl,vDDBl,0,4
noise,std,10,2,O1Bvt,O1Bvu,0,4
noise,std,10,2,XBk4Q,XBk4Q,1,5
noise,std,10,2,CVjZy,cVIZy,0,3
noise,std,10,2,r1rlX,r1rlX,1,5
noise,std,10,2,iGgk4,iGgk4,1,5
noise,std,10,2,BjXg3,BjXgs,0,4
noise,std,10,2,i3D6c,i3D6c,1,5
noise,std,10,2,NAErf,NAEIf,0,4
noise,std,10,2,BYxfA,BYxiA,0,4
noise,std,10,2,WlOpY,WIOpY,0,4
noise,std,10,2,C8pYc,C8pYc,1,5
noise,std,10,2,65WJj,65WJI,0,4
noise,std,10,2,8tIhU,8thU,0,2
noise,std,10,2,a0G7G,aOG7G,0,4
noise,std,10,2,6JGmI,6JGml,0,4
noise,std,10,2,1saKV,1saKV,1,5
noise,std,10,2,WYvTZ,WYvTz,0,4
noise,std,10,2,ULtbO,ULtbO,1,5
noise,std,10,2,ZRspw,ZRspw,1,5
noise,std,10,2,UV911,UV911,1,5
noise,std,10,2,pePNl,pePNI,0,4
noise,std,10,2,C0qNZ,COqNz,0,3
noise,std,10,2,23KL2,23KL2,1,5
noise,std,10,2,lhPcy,IhPcy,0,4
noise,std,10,2,u32K7,u32K7,1,5
noise,std,10,2,yecvR,yecvR,1,5
noise,std,10,2,KOYK1,KOYK1,1,5
noise,std,10,2,8KYWk,8KYWk,1,5
noise,std,10,2,phdsA,phdsA,1,5
noise,std,10,2,OBad7,OBad7,1,5
noise,std,10,2,YqVlY,YqVIY,0,4
noise,std,10,2,hjc2T,hIc2T,0,4
noise,std,10,2,WZlQJ,WZlQJ,1,5
noise,std,10,2,56zBQ,56zBO,0,4
noise,std,10,2,BDVK0,BDVKO,0,4
noise,std,10,2,Lsw8J,Lsw8J,1,5
noise,std,10,2,Lht6Y,Lnt6Y,0,4
noise,std,10,2,BjWrS,BjWrs,0,4
noise,std,10,2,EP5Wq,EP5Wq,1,5
noise,std,10,2,wBPnM,wBPnM,1,5
noise,std,10,2,LFCdV,LFcdV,0,4
noise,std,10,2,ZHn3e,ZHn3e,1,5
noise,std,10,2,M5aLk,M5aLk,1,5
noise,std,10,2,45Chc,45Chc,1,5
noise,std,10,2,v2hq0,v2hqO,0,4
noise,std,10,2,n7qQj,n7qOj,0,4
noise,std,10,2,QY6BX,QY6BX,1,5
noise,std,10,2,iXE63,iXE63,1,5
noise,std,10,2,DgU9D,DgU9D,1,5
noise,std,10,2,08d2g,O8d2g,0,4
noise,std,10,2,2bdHG,2bdHG,1,5
noise,std,10,2,qlAnS,qIAnS,0,4
noise,std,10,2,qxVQc,qxVQc,1,5
noise,std,10,2,7AzM2,7AzM2,1,5
noise,std,10,2,fE91j,fE91j,1,5
noise,std,10,2,XDfI2,XD112,0,3
noise,std,10,2,pEAQj,pEAQj,1,5
noise,std,10,2,n7pmv,n7pmv,1,5
noise,std,10,2,i75Yq,i75Yq,1,5
noise,std,10,2,s8Nrx,s8Nrx,1,5
noise,std,10,2,dy6dJ,dy6dJ,1,5
noise,std,10,2,5EJq5,5EJq5,1,5
noise,std,10,2,xHuf0,xHuiO,0,3
noise,std,10,2,166zK,166zK,1,5
noise,std,10,2,8TLt0,8TLtO,0,4
noise,std,10,2,GTTZX,gtzx,0,0
noise,std,10,2,34dyX,34dyX,1,5
noise,std,10,2,ss7aZ,ss7aZ,1,5
noise,std,10,2,Ukgw3,Ukgw3,1,5
noise,std,10,2,t8e0P,t8eOP,0,4
noise,std,10,2,OL85u,OL85u,1,5
noise,std,10,2,38w10,38w1O,0,4
noise,std,10,2,3pUKt,3pUKt,1,5
noise,std,10,2,ONqNH,ONqNH,1,5
noise,std,10,2,ArXeq,ArXeq,1,5
noise,std,10,2,GUkgN,GUkgN,1,5
noise,std,10,2,XZGQg,XzGQg,0,4
noise,std,10,2,UV17n,UV17n,1,5
noise,std,10,2,eQsCi,eQsCi,1,5
noise,std,10,2,OQWvo,OQWv6,0,4
noise,std,10,2,8AOxb,8AOxb,1,5
noise,std,10,2,vgIFD,vgIFD,1,5
noise,std,10,2,S5Rmg,s5Rmg,0,4
noise,std,10,2,IjQgf,ljOgf,0,3
noise,std,10,2,akcH1,akcH1,1,5
noise,std,10,2,KKJm8,KKJm8,1,5
noise,std,10,2,xTtqk,xTtqk,1,5
noise,std,10,2,dtDvO,dtDvO,1,5
noise,std,10,2,lLF7Y,lLF7Y,1,5
noise,std,10,2,tCign,tCIgn,0,4
noise,std,10,2,Edwda,Edwda,1,5
noise,std,10,2,0FysH,OFysH,0,4
noise,std,10,2,B6bRc,B6bRc,1,5
noise,std,10,2,7tTVW,7tTVW,1,5
noise,std,10,2,7Vy3u,7Vy3u,1,5
noise,std,10,2,SpbEn,spbEn,0,4
noise,std,10,2,uMkuC,uMkuc,0,4
noise,std,10,2,fITtE,1TtE,0,0
noise,std,10,2,n6OMG,n6OMG,1,5
noise,std,10,2,g9soP,g9s6P,0,4
noise,std,10,2,bxMGc,bxMGc,1,5
noise,std,10,2,KU6qq,KU6qq,1,5
noise,std,10,2,f59xL,i59xL,0,4
noise,std,18,3,s1jbe,s1lbe,0,4
noise,std,18,3,4sI34,4sl34,0,4
noise,std,18,3,tKx7U,tKx7U,1,5
noise,std,18,3,Oucqi,OucqI,0,4
noise,std,18,3,gc54X,gc54X,1,5
noise,std,18,3,sJRm1,sJRm1,1,5
noise,std,18,3,g9q5K,g9q5K,1,5
noise,std,18,3,qicVz,qIcVz,0,4
noise,std,18,3,6UFX1,6UFX1,1,5
noise,std,18,3,pUpGJ,pUpGJ,1,5
noise,std,18,3,leunw,leunw,1,5
noise,std,18,3,vwgd3,wgd3,0,0
noise,std,18,3,sKDQl,sKDQI,0,4
noise,std,18,3,h87sr,h87sr,1,5
noise,std,18,3,lfqFS,ItqFs,0,2
noise,std,18,3,qMQlR,qMQlR,1,5
noise,std,18,3,IIkE4,IlkE4,0,4
noise,std,18,3,eu8aI,eu8aI,1,5
noise,std,18,3,RsRz4,RsRz4,1,5
noise,std,18,3,440sK,44OsK,0,4
noise,std,18,3,WlCO7,WIcO7,0,3
noise,std,18,3,It1Ds,lt1Ds,0,4
noise,std,18,3,rMZYY,rMZYY,1,5
noise,std,18,3,2sPmb,2sPmb,1,5
noise,std,18,3,LVLm2,LVLm2,1,5
noise,std,18,3,mHloO,mHl6O,0,4
noise,std,18,3,bKPWn,bKPWn,1,5
noise,std,18,3,apMaq,apMaq,1,5
noise,std,18,3,n7rfd,n7rid,0,4
noise,std,18,3,AAbdR,AbdR,0,1
noise,std,18,3,85uGl,85uGl,1,5
noise,std,18,3,KJC8h,KJc8h,0,4
noise,std,18,3,pJ7fu,pJ7tu,0,4
noise,std,18,3,8uqwc,8uqwc,1,5
noise,std,18,3,VG3Gu,VG3Gu,1,5
noise,std,18,3,GmF0m,GmFOm,0,4
noise,std,18,3,GYsdS,GYsds,0,4
noise,std,18,3,s9LYo,s9LY6,0,4
noise,std,18,3,4ubvr,4ubvr,1,5
noise,std,18,3,4C0FS,4COFs,0,3
noise,std,18,3,L9Als,L9AIs,0,4
noise,std,18,3,piw8u,ptw8u,0,4
noise,std,18,3,x68PH,x68PH,1,5
noise,std,18,3,kIbuV,kIbuV,1,5
noise,std,18,3,ZVhNj,zVhNI,0,3
noise,std,18,3,k9W7y,k9W7y,1,5
noise,std,18,3,13EPa,13EPa,1,5
noise,std,18,3,QvGxf,QvGxf,1,5
noise,std,18,3,Dgt3G,Dgt3G,1,5
noise,std,18,3,uuuIV,uulV,0,2
noise,std,18,3,iSQaJ,isQaJ,0,4
noise,std,18,3,5lizu,5lzu,0,2
noise,std,18,3,eKUJC,eKUJc,0,4
noise,std,18,3,ukxaD,ukxaD,1,5
noise,std,18,3,GT8xC,GT8xC,1,5
noise,std,18,3,VDKuk,VDKuk,1,5
noise,std,18,3,EnUYx,EnUYx,1,5
noise,std,18,3,Lb6bF,Lb6bF,1,5
noise,std,18,3,yInn4,ylnn4,0,4
noise,std,18,3,cEJsK,cEJsK,1,5
noise,std,18,3,1hBhE,1hBhE,1,5
noise,std,18,3,Ttaby,Traby,0,4
noise,std,18,3,qeQ1k,qeQ1k,1,5
noise,std,18,3,ijCPD,liCPD,0,3
noise,std,18,3,gvhNG,gvhNG,1,5
noise,std,18,3,PVbAc,PVbAc,1,5
noise,std,18,3,DAoot,DA66t,0,3
noise,std,18,3,Hagc6,Hagc6,1,5
noise,std,18,3,C9rsA,c9rsA,0,4
noise,std,18,3,k1QXs,k1QXs,1,5
noise,std,18,3,O0LII,OOLI,0,3
noise,std,18,3,0qDUd,OqDUd,0,4
noise,std,18,3,9ezdG,9ezdG,1,5
noise,std,18,3,TvKYK,TvKYK,1,5
noise,std,18,3,A3Jao,A3Ja6,0,4
noise,std,18,3,BhFDo,BhFD6,0,4
noise,std,18,3,CKKRl,cKKRI,0,3
noise,std,18,3,zYgfL,zYgtL,0,4
noise,std,18,3,ptU3R,ptUsR,0,4
noise,std,18,3,x6qzt,x6qzt,1,5
noise,std,18,3,yB7XF,yB7XF,1,5
noise,std,18,3,Q72kc,Q72kc,1,5
noise,std,18,3,dJX2J,dJX2J,1,5
noise,std,18,3,F6ZjE,F6ZIE,0,4
noise,std,18,3,ZVbE7,ZvbE7,0,4
noise,std,18,3,KB0wx,KBOwx,0,4
noise,std,18,3,741tE,741tE,1,5
noise,std,18,3,JbR1k,JbR1k,1,5
noise,std,18,3,cqvPz,cqvPz,1,5
noise,std,18,3,9BIwy,9Blwy,0,4
noise,std,18,3,bn6PU,bn6PU,1,5
noise,std,18,3,9dKLI,9dKLI,1,5
noise,std,18,3,DBlKs,DBIKs,0,4
noise,std,18,3,KyGE4,KyGE4,1,5
noise,std,18,3,TdReG,TdReG,1,5
noise,std,18,3,6dtP1,6dtP1,1,5
noise,std,18,3,VDDBl,vDDBl,0,4
noise,std,18,3,O1Bvt,O1Bvu,0,4
noise,std,18,3,XBk4Q,XBk4Q,1,5
noise,std,18,3,CVjZy,cVIZy,0,3
noise,std,18,3,r1rlX,r1rlX,1,5
noise,std,18,3,iGgk4,iGgk4,1,5
noise,std,18,3,BjXg3,BjXgs,0,4
noise,std,18,3,i3D6c,i3D6c,1,5
noise,std,18,3,NAErf,NAElf,0,4
noise,std,18,3,BYxfA,BYxvA,0,4
noise,std,18,3,WlOpY,WIOpY,0,4
noise,std,18,3,C8pYc,C8pYc,1,5
noise,std,18,3,65WJj,65WJI,0,4
noise,std,18,3,8tIhU,8thU,0,2
noise,std,18,3,a0G7G,aOG7G,0,4
noise,std,18,3,6JGmI,6JGml,0,4
noise,std,18,3,1saKV,1saKV,1,5
noise,std,18,3,WYvTZ,WYvTz,0,4
noise,std,18,3,ULtbO,ULtbO,1,5
noise,std,18,3,ZRspw,ZRspw,1,5
noise,std,18,3,UV911,UV911,1,5
noise,std,18,3,pePNl,pePNI,0,4
noise,std,18,3,C0qNZ,COqNz,0,3
noise,std,18,3,23KL2,23KL2,1,5
noise,std,18,3,lhPcy,IhPcy,0,4
noise,std,18,3,u32K7,u32K7,1,5
noise,std,18,3,yecvR,yecvR,1,5
noise,std,18,3,KOYK1,KOYK1,1,5
noise,std,18,3,8KYWk,8KYWk,1,5
noise,std,18,3,phdsA,phdsA,1,5
noise,std,18,3,OBad7,OBad7,1,5
noise,std,18,3,YqVlY,YqVIY,0,4
noise,std,18,3,hjc2T,hIc2T,0,4
noise,std,18,3,WZlQJ,WZlQJ,1,5
noise,std,18,3,56zBQ,56zBO,0,4
noise,std,18,3,BDVK0,BDVKO,0,4
noise,std,18,3,Lsw8J,Lsw8J,1,5
noise,std,18,3,Lht6Y,Lnt6Y,0,4
noise,std,18,3,BjWrS,BjWrs,0,4
noise,std,18,3,EP5Wq,EP5Wq,1,5
noise,std,18,3,wBPnM,wBPnM,1,5
noise,std,18,3,LFCdV,LFcdV,0,4
noise,std,18,3,ZHn3e,ZHn3e,1,5
noise,std,18,3,M5aLk,M5aLk,1,5
noise,std,18,3,45Chc,45Chc,1,5
noise,std,18,3,v2hq0,v2hqO,0,4
noise,std,18,3,n7qQj,n7qOj,0,4
noise,std,18,3,QY6BX,QY6BX,1,5
noise,std,18,3,iXE63,iXE63,1,5
noise,std,18,3,DgU9D,DgU9D,1,5
noise,std,18,3,08d2g,O8d2g,0,4
noise,std,18,3,2bdHG,2bdHG,1,5
noise,std,18,3,qlAnS,qIAnS,0,4
noise,std,18,3,qxVQc,qxVQc,1,5
noise,std,18,3,7AzM2,7AzM2,1,5
noise,std,18,3,fE91j,fE91j,1,5
noise,std,18,3,XDfI2,XD112,0,3
noise,std,18,3,pEAQj,pEAQj,1,5
noise,std,18,3,n7pmv,n7pmv,1,5
noise,std,18,3,i75Yq,i75Yq,1,5
noise,std,18,3,s8Nrx,s8Nrx,1,5
noise,std,18,3,dy6dJ,dy6dJ,1,5
noise,std,18,3,5EJq5,5EJq5,1,5
noise,std,18,3,xHuf0,xHufO,0,4
noise,std,18,3,166zK,166zK,1,5
noise,std,18,3,8TLt0,8TLtO,0,4
noise,std,18,3,GTTZX,gtzx,0,0
noise,std,18,3,34dyX,34dyX,1,5
noise,std,18,3,ss7aZ,ss7aZ,1,5
noise,std,18,3,Ukgw3,Ukgw3,1,5
noise,std,18,3,t8e0P,t8eOP,0,4
noise,std,18,3,OL85u,OL85u,1,5
noise,std,18,3,38w10,38w1O,0,4
noise,std,18,3,3pUKt,3pUKt,1,5
noise,std,18,3,ONqNH,ONqNH,1,5
noise,std,18,3,ArXeq,ArXeq,1,5
noise,std,18,3,GUkgN,GUkgN,1,5
noise,std,18,3,XZGQg,XzGQg,0,4
noise,std,18,3,UV17n,UV17n,1,5
noise,std,18,3,eQsCi,eQsCi,1,5
noise,std,18,3,OQWvo,OQWv6,0,4
noise,std,18,3,8AOxb,8AOxb,1,5
